0.0,1667388141614,6.619993818373907
1.0,1667388260046,5.860573087419782
2.0,1667388367089,5.305241475786482
3.0,1667388474257,4.491246841067359
4.0,1667388581392,3.562985540571667
5.0,1667388688285,2.6319291251046315
6.0,1667388795069,1.918262513478597
7.0,1667388902626,1.37972857270922
8.0,1667389010218,0.9848617809159416
9.0,1667389116934,0.7402472058931987
10.0,1667389224892,0.5631017991474696
11.0,1667389331626,0.42222058347293306
12.0,1667389438460,0.3262987030403955
13.0,1667389543102,0.2681806771528153
14.0,1667389650386,0.22790342682883852
15.0,1667389757379,0.1823618370152655
16.0,1667389864447,0.15438778144972665
17.0,1667389968959,0.13100216750587737
18.0,1667390076333,0.11007397238697325
19.0,1667390181118,0.1018602274003483
20.0,1667390288402,0.09156233356112525
21.0,1667390395229,0.07366997507356463
22.0,1667390502222,0.06954196404133524
23.0,1667390607498,0.06747530815856798
24.0,1667390713025,0.06715187031243529
25.0,1667390820093,0.05276218785771302
26.0,1667390927320,0.050142773897165344
27.0,1667391032465,0.04733631729724861
28.0,1667391137527,0.04527130080830483
29.0,1667391242771,0.04044596519143809
30.0,1667391347867,0.03975765705108643
31.0,1667391453185,0.037719825664091676
32.0,1667391559912,0.03177635426677409
33.0,1667391665248,0.034607141527036825
34.0,1667391769925,0.03313173722653162
35.0,1667391877110,0.026239839874740156
36.0,1667391981979,0.0275766612429704
37.0,1667392087047,0.02940434155364831
38.0,1667392195457,0.028232851659967785
39.0,1667392300817,0.028310154245368074
40.0,1667392405445,0.02098036500669661
41.0,1667392512763,0.020442451904749588
42.0,1667392617840,0.02373074007531007
43.0,1667392722642,0.023087283144039766
44.0,1667392827528,0.022263519434879222
45.0,1667392934404,0.020644546224780028
46.0,1667393039763,0.023492592870302142
47.0,1667393145456,0.017949511603053126
48.0,1667393251049,0.015890830830626545
49.0,1667393356018,0.017392442477423522
50.0,1667393461228,0.015901552107451217
51.0,1667393566113,0.014492570537896383
52.0,1667393673147,0.015406527767135273
53.0,1667393778400,0.011833559193958839
54.0,1667393883835,0.011480903392657638
55.0,1667393990886,0.016096696184415903
56.0,1667394095696,0.015066696614736603
57.0,1667394201031,0.014884597874645676
58.0,1667394307808,0.012672780909841613
59.0,1667394412526,0.010876897428672583
60.0,1667394517512,0.013422068190716561
61.0,1667394622331,0.01297081486721124
62.0,1667394729340,0.010737927905505611
63.0,1667394834100,0.013640751177445055
64.0,1667394939244,0.012564418478203672
65.0,1667395044030,0.010587358350555102
66.0,1667395148948,0.011102904831724507
67.0,1667395254342,0.01286229304082337
68.0,1667395359110,0.01380668735752503
69.0,1667395464504,0.011506690118195755
70.0,1667395569406,0.01330267245925608
71.0,1667395674108,0.013478435451785724
72.0,1667395778902,0.011023600858503154
73.0,1667395884154,0.009613918918850167
74.0,1667395988680,0.012685170286290702
75.0,1667396093599,0.01133353651856028
76.0,1667396200492,0.010721880869407738
77.0,1667396305336,0.009961617547309115
78.0,1667396410588,0.010434079182422942
79.0,1667396515423,0.012270682657669698
80.0,1667396620109,0.010267223515326069
81.0,1667396726952,0.010369238377149616
82.0,1667396832504,0.010800300392189197
83.0,1667396937697,0.01129290573298931
84.0,1667397042559,0.013098021558973761
85.0,1667397147379,0.010197407255570093
86.0,1667397252409,0.00826696327089199
87.0,1667397356810,0.011991073803177902
88.0,1667397463445,0.008974179839493618
89.0,1667397568206,0.010403069246205546
90.0,1667397673109,0.01221853550301776
91.0,1667397777903,0.01216440784212734
92.0,1667397882665,0.009336222882293875
93.0,1667397987559,0.011580001485223571
94.0,1667398092244,0.010545897976096187
95.0,1667398197321,0.01235572868026793
96.0,1667398302366,0.010295769714173817
97.0,1667398407567,0.009026656353047917
98.0,1667398514094,0.008133564040153508
99.0,1667398619038,0.010476814447680399
100.0,1667398723699,0.008717474134062372
101.0,1667398828526,0.009594239049502427
102.0,1667398934054,0.0104443419990795
103.0,1667399039230,0.007892957198921413
104.0,1667399143672,0.00863201873864801
105.0,1667399250313,0.009649170489449585
